"('rif', 1173)"
"('jonbonjovi', 13)"
"('frederickiiiholyromanemperor', 13)"
"('moulinrouge', 13)"
"('pietmondrian', 13)"
"('den', 13)"
"('humboldtuniversityofberlin', 13)"
"('keepingupwiththekardashians', 13)"
"('striptease', 13)"
"('regentstreet', 13)"
"('carlgustafemilmannerheim', 13)"
"('theleftpartypds', 13)"
"('thenorthfaceinc', 13)"
"('spencertunick', 13)"
"('part', 13)"
"('italiansocialrepublic', 13)"
"('albrechtaltdorfer', 13)"
"('stasi', 13)"
"('henryvandevelde', 13)"
"('hummel', 13)"
"('nsync', 13)"
"('jasperjohns', 13)"
"('vilarinho', 13)"
"('robertbrown', 13)"
"('alexeynavalny', 13)"
"('luuk', 13)"
"('marchofthevolunteers', 13)"
"('redkite', 13)"
"('pierrebourdieu', 13)"
"('katiemelua', 13)"
"('latamangeshkar', 13)"
"('sodom', 13)"
"('leidenuniversity', 13)"
"('suzannevaladon', 13)"
"('monmouth', 13)"
"('gentianaceae', 13)"
"('clematis', 13)"
"('maireadmaguire', 13)"
"('rionellelba', 13)"
"('germannationalpeoplesparty', 13)"
"('lyonelfeininger', 13)"
"('sturmtiger', 13)"
"('ironsky', 13)"
"('feodosiya', 13)"
"('ninahagen', 13)"
"('johnconstable', 13)"
"('alexanderpokryshkin', 13)"
"('summerolympicgames', 13)"
"('queenofsheba', 13)"
"('hipparchus', 13)"
"('ruse', 13)"
"('johndrockefeller', 13)"
"('universityofedinburgh', 13)"
"('neustadt', 13)"
"('westernworld', 13)"
"('angeladavis', 13)"
"('commerau', 13)"
"('briesing', 13)"
"('soritz', 13)"
"('lauske', 13)"
"('grubditz', 13)"
"('niethen', 13)"
"('oberlausitzerheideundteichlandschaftbiospherereserve', 13)"
"('wawitz', 13)"
"('purschwitz', 13)"
"('singwitz', 13)"
"('bluebeard', 13)"
"('footwear', 13)"
"('anthoxanthumalpinum', 13)"
"('prayagraj', 13)"
"('hush', 13)"
"('catullus', 13)"
"('canaan', 13)"
"('italianbattleshipvittorioveneto', 13)"
"('saintanne', 13)"
"('fishriver', 13)"
"('manuelscorza', 13)"
"('opencv', 13)"
"('sayuriosuga', 13)"
"('robertelee', 13)"
"('northwest', 13)"
"('serendipity', 13)"
"('pianoconcerto', 13)"
"('winstoncounty', 13)"
"('grenade', 13)"
"('trademark', 13)"
"('franshals', 13)"
"('landslide', 13)"
"('johndesmondbernal', 13)"
"('geb', 13)"
"('narodowybankpolski', 13)"
"('kingsolomonsmines', 13)"
"('johannfriedrichoverbeck', 13)"
"('zeamimotokiyo', 13)"
"('physicist', 13)"
"('breakdance', 13)"
"('helenaaugusta', 13)"
"('hrotsvitha', 13)"
"('andreasvesalius', 13)"
"('intelligencequotient', 13)"
"('finns', 13)"
"('philipvofspainenepe', 13)"
"('origen', 13)"
"('vancouverisland', 13)"
"('joannaofcastile', 13)"
"('crownofthekingdomofpoland', 13)"
"('viggomortensen', 13)"
"('belfort', 13)"
"('ashdod', 13)"
"('jeremyirons', 13)"
"('fullstop', 13)"
"('domeoftherock', 13)"
"('paulhawkins', 13)"
"('henrytaylor', 13)"
"('peterborough', 13)"
"('danialves', 13)"
"('elements', 13)"
"('pepticulcerdisease', 13)"
"('fcshakhtardonetsk', 13)"
"('node', 13)"
"('georgeweah', 13)"
"('esophagus', 13)"
"('innovation', 13)"
"('jameshanley', 13)"
"('liberation', 13)"
"('maitum', 13)"
"('oneeyedjacks', 13)"
"('cyberpunk', 13)"
"('esmeralda', 13)"
"('bento', 13)"
"('lacropte', 13)"
"('miroslavmarcovich', 13)"
"('steveperry', 13)"
"('genitorturers', 13)"
"('heddagabler', 13)"
"('mumps', 13)"
"('musicbox', 13)"
"('philip', 13)"
"('glia', 13)"
"('bartolodifredi', 13)"
"('clergy', 13)"
"('valhalla', 13)"
"('paraphilia', 13)"
"('nationaltaxonomyofexemptentities', 13)"
"('cysticfibrosis', 13)"
"('konqueror', 13)"
"('battleofsalamis', 13)"
"('fastinginislam', 13)"
"('sabah', 13)"
"('carlcrack', 13)"
"('voynichmanuscript', 13)"
"('oliverstone', 13)"
"('prefecture', 13)"
"('aeolianislands', 13)"
"('scarletfever', 13)"
"('southvietnam', 13)"
"('lute', 13)"
"('davidtalbot', 13)"
"('cytarabine', 13)"
"('georgefisher', 13)"
"('hoodoo', 13)"
"('suzuki', 13)"
"('michaeliofrussia', 13)"
"('pentagram', 13)"
"('neuenkirchen', 13)"
"('johnjamesaudubon', 13)"
"('uracil', 13)"
"('periscope', 13)"
"('ishmael', 13)"
"('performingarts', 13)"
"('bolton', 13)"
"('tithebarn', 13)"
"('theweddingatcana', 13)"
"('quipu', 13)"
"('markknopfler', 13)"
"('candy', 13)"
"('tsardomofrussia', 13)"
"('seismicwave', 13)"
"('thanatos', 13)"
"('minimumwage', 13)"
"('norepinephrine', 13)"
"('punishment', 13)"
"('treatyonthenonproliferationofnuclearweapons', 13)"
"('stuttering', 13)"
"('davidcarradine', 13)"
"('fernandollorente', 13)"
"('agora', 13)"
"('galisteo', 13)"
"('capalbio', 13)"
"('alternativemedicine', 13)"
"('northmacedonianationalfootballteam', 13)"
"('boardofdirectors', 13)"
"('code', 13)"
"('perspective', 13)"
"('tempo', 13)"
"('amandaseyfried', 13)"
"('atrium', 13)"
"('otolaryngology', 13)"
"('philoofalexandria', 13)"
"('margueritedenavarre', 13)"
"('datatype', 13)"
"('promissorynote', 13)"
"('carotene', 13)"
"('montessorieducation', 13)"
"('displacement', 13)"
"('huntingtondisease', 13)"
"('iberians', 13)"
"('leptismagna', 13)"
"('cerebralamyloidangiopathy', 13)"
"('masterofceremonies', 13)"
"('evagreen', 13)"
"('villada', 13)"
"('enidblyton', 13)"
"('loggerheadseaturtle', 13)"
"('latviansovietsocialistrepublic', 13)"
"('nationalliberationfront', 13)"
"('universityofnorthcarolinaatchapelhill', 13)"
"('dreamworks', 13)"
"('past', 13)"
"('lakeplacid', 13)"
"('ilyafrank', 13)"
"('italiancuisine', 13)"
"('hydrocephalus', 13)"
"('bolivianationalsoccerteam', 13)"
"('saintchristopher', 13)"
"('benjonson', 13)"
"('chaumont', 13)"
"('veteran', 13)"
"('prairie', 13)"
"('dehydration', 13)"
"('emmanuelethis', 13)"
"('fromuponpoppyhill', 13)"
"('madalena', 13)"
"('santamariamaior', 13)"
"('lacastellana', 13)"
"('pulupandan', 13)"
"('queenmaryuniversityoflondon', 13)"
"('kikisdeliveryservice', 13)"
"('ussanthony', 13)"
"('seventeenarticleconstitution', 13)"
"('zhenbacounty', 13)"
"('frenchtoast', 13)"
"('chistopol', 13)"
"('allabouteve', 13)"
"('scheerenveen', 13)"
"('geneticdisease', 13)"
"('wishyouwerehere', 13)"
"('boussac', 13)"
"('andimuthuraja', 13)"
"('saintcyprien', 13)"
"('pearlriver', 13)"
"('privateer', 13)"
"('nickjonas', 13)"
"('jiangjindistrict', 13)"
"('aligarh', 13)"
"('gandhi', 13)"
"('thegodfatherpartiii', 13)"
"('blondie', 13)"
"('austrianschool', 13)"
"('otoscope', 13)"
"('frederickwinslowtaylor', 13)"
"('darkness', 13)"
"('ussenterprise', 13)"
"('pradines', 13)"
"('diefledermaus', 13)"
"('decapitation', 13)"
"('absalom', 13)"
"('theovangogh', 13)"
"('process', 13)"
"('minuet', 13)"
"('claudian', 13)"
"('homestead', 13)"
"('biomolecule', 13)"
"('abteibergmuseum', 13)"
"('aamilne', 13)"
"('ectopicpregnancy', 13)"
"('hippolytus', 13)"
"('crownprince', 13)"
"('lua', 13)"
"('petebest', 13)"
"('thematrixrevolutions', 13)"
"('happytreefriends', 13)"
"('cisoleicacid', 13)"
"('tamagotchi', 13)"
"('manuchao', 13)"
"('os', 13)"
"('consul', 13)"
"('catchmeifyoucan', 13)"
"('lymphoma', 13)"
"('arthurhenderson', 13)"
"('nabua', 13)"
"('saintouen', 13)"
"('dylanandcolesprouse', 13)"
"('firstsiegeofzaragoza', 13)"
"('louiskahn', 13)"
"('markhamill', 13)"
"('frenchwestafrica', 13)"
"('assassinscreedii', 13)"
"('theworldisnotenough', 13)"
"('jameshill', 13)"
"('forges', 13)"
"('montpeyroux', 13)"
"('saintmard', 13)"
"('janebirkin', 13)"
"('pontifexmaximus', 13)"
"('dulag', 13)"
"('victoriaandalbertmuseum', 13)"
"('jonwesley', 13)"
"('tolosa', 13)"
"('silo', 13)"
"('gustavvigeland', 13)"
"('scottparker', 13)"
"('finalfantasyvii', 13)"
"('transubstantiation', 13)"
"('davidtennant', 13)"
"('elfenlied', 13)"
"('playwright', 13)"
"('homomorphism', 13)"
"('giulioromano', 13)"
"('disjointsets', 13)"
"('vocalfolds', 13)"
"('rankinecycle', 13)"
"('pbs', 13)"
"('bostonmassacre', 13)"
"('thegrapesofwrath', 13)"
"('richardettinghausen', 13)"
"('thebookoftaliesyn', 13)"
"('ronaldfisher', 13)"
"('champa', 13)"
"('patton', 13)"
"('sremdistrict', 13)"
"('policestate', 13)"
"('hurricaneking', 13)"
"('purdueuniversity', 13)"
"('philipneri', 13)"
"('hardcore', 13)"
"('tnt', 13)"
"('evita', 13)"
"('warhorse', 13)"
"('terranova', 13)"
"('thompson', 13)"
"('themask', 13)"
"('universityofwashington', 13)"
"('neardeathexperience', 13)"
"('zonisamide', 13)"
"('psittacuserithacus', 13)"
"('zootaxa', 13)"
"('rightandlefthandtraffic', 13)"
"('kulak', 13)"
"('esau', 13)"
"('saintgermain', 13)"
"('jumanji', 13)"
"('macosxleopard', 13)"
"('footballwar', 13)"
"('olympias', 13)"
"('francislai', 13)"
"('falcon', 13)"
"('wallace', 13)"
"('homology', 13)"
"('hoffman', 13)"
"('abbas', 13)"
"('palacehotel', 13)"
"('elo', 13)"
"('westwood', 13)"
"('soyuz', 13)"
"('acc', 13)"
"('worthcounty', 13)"
"('dubois', 13)"
"('goldenage', 13)"
"('juliewalters', 13)"
"('monique', 13)"
"('lilycollins', 13)"
"('cosmos', 13)"
"('cindysherman', 13)"
"('ritaora', 13)"
"('plainville', 13)"
"('maryanning', 13)"
"('dorothealange', 13)"
"('poppaeasabina', 13)"
"('goussainville', 13)"
"('melissagilbert', 13)"
"('buxeuil', 13)"
"('jacquesmonod', 13)"
"('margaretoffrance', 13)"
"('joanthelame', 13)"
"('maiteperroni', 13)"
"('gore', 13)"
"('covington', 13)"
"('sainthilaire', 13)"
"('hsiehsuwei', 13)"
"('burton', 13)"
"('kikoprincessakishino', 13)"
"('fatherdamien', 13)"
"('ddd', 13)"
"('openaccess', 13)"
"('beaurepaire', 13)"
"('muro', 13)"
"('mikiando', 13)"
"('blackdahlia', 13)"
"('ssb', 13)"
"('heidi', 13)"
"('allonnes', 13)"
"('ambleville', 13)"
"('artigues', 13)"
"('hadith', 13)"
"('alain', 13)"
"('dianearbus', 13)"
"('djunabarnes', 13)"
"('vanves', 13)"
"('santaisabel', 13)"
"('potpourri', 13)"
"('lindadarnell', 13)"
"('peaches', 13)"
"('ingernilsson', 13)"
"('vandanashiva', 13)"
"('afarewelltoarms', 13)"
"('evagabor', 13)"
"('elizabethbishop', 13)"
"('papuanlanguages', 13)"
"('marcelpagnol', 13)"
"('princessireneofgreeceanddenmark', 13)"
"('bethphoenix', 13)"
"('madamedelafayette', 13)"
"('baranavichy', 13)"
"('citylights', 13)"
"('someday', 13)"
"('artinstituteofchicago', 13)"
"('annawalentynowicz', 13)"
"('kumano', 13)"
"('kaw', 13)"
"('joanrivers', 13)"
"('pillory', 13)"
"('martinecarol', 13)"
"('rockyiii', 13)"
"('incubation', 13)"
"('rosabonheur', 13)"
"('airdrie', 13)"
"('yuantlee', 13)"
"('riofreddo', 13)"
"('carnitine', 13)"
"('velvet', 13)"
"('tzvipesachfrank', 13)"
"('laives', 13)"
"('colombianpeso', 13)"
"('champion', 13)"
"('foce', 13)"
"('overthehedge', 13)"
"('zygmuntwojciechowski', 13)"
"('jamesstuart', 13)"
"('casevecchie', 13)"
"('creed', 13)"
"('corneliusvanpoelenburgh', 13)"
"('elementary', 13)"
"('curtis', 13)"
"('beyondthelaw', 13)"
"('davidruelle', 13)"
"('goodman', 13)"
"('ladon', 13)"
"('clubsportemelec', 13)"
"('ministryofrailways', 13)"
"('anthonyhamilton', 13)"
"('plaisance', 13)"
"('caselle', 13)"
"('pipeline', 13)"
"('murat', 13)"
"('springer', 13)"
"('freecad', 13)"
"('georgesauric', 13)"
"('salles', 13)"
"('selles', 13)"
"('peterwells', 13)"
"('trigger', 13)"
"('stadttempel', 13)"
"('missvenezuela', 13)"
"('rehberge', 13)"
"('fulbrightscholarship', 13)"
"('domingofaustinosarmiento', 13)"
"('lamprechtshausen', 13)"
"('troubleinparadise', 13)"
"('emmasamms', 13)"
"('mine', 13)"
"('holzheim', 13)"
"('nationalsecurity', 13)"
"('knightsofhonor', 13)"
"('lyubovpopova', 13)"
"('adairtishler', 13)"
"('kmail', 13)"
"('employmentagency', 13)"
"('brothers', 13)"
"('rodilhan', 13)"
"('realsteel', 13)"
"('holycrosschurch', 13)"
"('mlm', 13)"
"('rachelticotin', 13)"
"('dontstopmenow', 13)"
"('neilsmith', 13)"
"('barbarabain', 13)"
"('albanocarrisi', 13)"
"('seikohashimoto', 13)"
"('lovekills', 13)"
"('castelnuovo', 13)"
"('kawasakidisease', 13)"
"('chingshih', 13)"
"('vivecalindfors', 13)"
"('mountadams', 13)"
"('albertmarquet', 13)"
"('epic', 13)"
"('salemtownship', 13)"
"('annalaetitiabarbauld', 13)"
"('drawntogether', 13)"
"('atopicdermatitis', 13)"
"('marysomerville', 13)"
"('tearsforfears', 13)"
"('unincorporatedarea', 13)"
"('intothewild', 13)"
"('mitchellriver', 13)"
"('nationaluniversityofsanmarcos', 13)"
"('evgeniaradanova', 13)"
"('xinyidistrict', 13)"
"('mencialopezdeharo', 13)"
"('kennethclarke', 13)"
"('margaretofbavaria', 13)"
"('endymion', 13)"
"('belladarvi', 13)"
"('moussy', 13)"
"('normal', 13)"
"('auteuil', 13)"
"('svetlanaaleksievich', 13)"
"('sanjoaquin', 13)"
"('elsiedewolfe', 13)"
"('groupepsa', 13)"
"('susannaagnelli', 13)"
"('pecica', 13)"
"('acertainmagicalindex', 13)"
"('tulum', 13)"
"('youngmrlincoln', 13)"
"('hunyuancounty', 13)"
"('gaolingdistrict', 13)"
"('scheibbs', 13)"
"('baldirialeustadium', 13)"
"('champions', 13)"
"('laurencevichnievsky', 13)"
"('bennicholson', 13)"
"('michaelmcdonald', 13)"
"('capoterra', 13)"
"('friedrichschmidt', 13)"
"('cedartownship', 13)"
"('maryvonneandbrunorobineau', 13)"
"('rdesktop', 13)"
"('darkwater', 13)"
"('ouabain', 13)"
"('aarp', 13)"
"('libtorrent', 13)"
"('abnamro', 13)"
"('oxolinicacid', 13)"
"('alnuwayri', 13)"
"('internationalcollegiateprogrammingcontest', 13)"
"('acmonza', 13)"
"('gunner', 13)"
"('pisco', 13)"
"('izaskunbilbaobarandica', 13)"
"('maryward', 13)"
"('jacquelinesaburido', 13)"
"('noir', 13)"
"('dorothyprovine', 13)"
"('michaelpsellos', 13)"
"('humbertodealencarcastelobranco', 13)"
"('nogueira', 13)"
"('mezzana', 13)"
"('peteriofportugal', 13)"
"('jim', 13)"
"('andrewlincoln', 13)"
"('calixthebeyala', 13)"
"('privatbank', 13)"
"('gem', 13)"
"('pio', 13)"
"('michaelyork', 13)"
"('aperfectgetaway', 13)"
"('northernexposure', 13)"
"('adamski', 13)"
"('berlinheidelbergerplatzstation', 13)"
"('evans', 13)"
"('oxogluricacid', 13)"
"('examplecom', 13)"
"('angela', 13)"
"('mazandaranprovince', 13)"
"('cessna', 13)"
"('alittihadclub', 13)"
"('lemmy', 13)"
"('gregorytheilluminator', 13)"
"('parmelia', 13)"
"('alanbaker', 13)"
"('danny', 13)"
"('johnjay', 13)"
"('keinishikori', 13)"
"('kenakamatsu', 13)"
"('jamespatterson', 13)"
"('chrisfarley', 13)"
"('francisiofthetwosicilies', 13)"
"('marcusclaudiusmarcellus', 13)"
"('henrywilson', 13)"
"('benjaminwest', 13)"
"('johnpowell', 13)"
"('balangiga', 13)"
"('christianruben', 13)"
"('munichuniversityofappliedsciences', 13)"
"('alexanderrutskoy', 13)"
"('leonardobruni', 13)"
"('malita', 13)"
"('johnhawkins', 13)"
"('monkayo', 13)"
"('janguillou', 13)"
"('justuslipsius', 13)"
"('ginatilan', 13)"
"('luisvives', 13)"
"('tuburan', 13)"
"('kevinmirallas', 13)"
"('dortmundstadthausstation', 13)"
"('paoloruffinidamaris', 13)"
"('kidnapping', 13)"
"('nguyenphutrong', 13)"
"('dominicsavio', 13)"
"('richardleakey', 13)"
"('julianlloydwebber', 13)"
"('nationallanguage', 13)"
"('themummyreturns', 13)"
"('yumiuchiyama', 13)"
"('nienburgstation', 13)"
"('jimwhite', 13)"
"('davehunt', 13)"
"('queenofhearts', 13)"
"('albertvontilzer', 13)"
"('arthurblessitt', 13)"
"('artspiegelman', 13)"
"('equilibrium', 13)"
"('johnpeel', 13)"
"('interrogation', 13)"
"('ivanstranski', 13)"
"('supermanreturns', 13)"
"('hug', 13)"
"('tahahussein', 13)"
"('guilers', 13)"
"('dedryckboyata', 13)"
"('garymedel', 13)"
"('kiyose', 13)"
"('davidleesmith', 13)"
"('leishmaniasis', 13)"
"('lunarreconnaissanceorbiter', 13)"
"('foryoureyesonly', 13)"
"('ellenwilkinson', 13)"
"('mauricemacmillan', 13)"
"('edwardfitzroy', 13)"
"('williamrodgers', 13)"
"('tomkingbaronkingofbridgwater', 13)"
"('pietrodacortona', 13)"
"('kennethbakerbaronbakerofdorking', 13)"
"('normanstjohnstevasbaronstjohnoffawsley', 13)"
"('jackashleybaronashleyofstoke', 13)"
"('translator', 13)"
"('jamesmackintosh', 13)"
"('crixus', 13)"
"('peterwalkerbaronwalkerofworcester', 13)"
"('firstknight', 13)"
"('jeremythorpe', 13)"
"('alastairgoodlad', 13)"
"('xianfengemperor', 13)"
"('hongxiuquan', 13)"
"('finger', 13)"
"('stellamaris', 13)"
"('jeweller', 13)"
"('jacquesmarquette', 13)"
"('alfmorris', 13)"
"('dragqueen', 13)"
"('jillknight', 13)"
"('hughgaitskell', 13)"
"('luigirizzo', 13)"
"('woodcarving', 13)"
"('peteratkinson', 13)"
"('lion', 13)"
"('northernstar', 13)"
"('dansemacabre', 13)"
"('freeway', 13)"
"('saintmartindutertre', 13)"
"('lherm', 13)"
"('nikon', 13)"
"('davidstevenson', 13)"
"('tone', 13)"
"('davidcross', 13)"
"('forsaken', 13)"
"('pleasantville', 13)"
"('adasmith', 13)"
"('lana', 13)"
"('antoinemeillet', 13)"
"('lewishine', 13)"
"('liberace', 13)"
"('pleasanthill', 13)"
"('marjan', 13)"
"('danielayala', 13)"
"('tonyabbott', 13)"
"('adamkadmon', 13)"
"('mitsuruadachi', 13)"
"('ottomagnusvonstackelberg', 13)"
"('takashimurakami', 13)"
"('mervynking', 13)"
"('marconi', 13)"
"('tsugaru', 13)"
"('thomasscott', 13)"
"('aqualung', 13)"
"('isidorolalumia', 13)"
"('poisonivy', 13)"
"('winfieldscott', 13)"
"('laporte', 13)"
"('royalornoblerank', 13)"
"('nikolayshvernik', 13)"
"('militaryorder', 13)"
"('adeodatogiovannipiazza', 13)"
"('franciskingconsortofspain', 13)"
"('mariocipollini', 13)"
"('adhesionrailway', 13)"
"('mayville', 13)"
"('jax', 13)"
"('mounthope', 13)"
"('adipicacid', 13)"
"('twinlakes', 13)"
"('johnboyd', 13)"
"('wilbursmith', 13)"
"('michaelstewart', 13)"
"('tarare', 13)"
"('georgehamilton', 13)"
"('darude', 13)"
"('anjos', 13)"
"('jackcole', 13)"
"('henryjones', 13)"
"('alexgopher', 13)"
"('joanlingard', 13)"
"('robertjsawyer', 13)"
"('douglasmcgregor', 13)"
"('bobbyvinton', 13)"
"('rogerborniche', 13)"
"('dexippus', 13)"
"('alankelly', 13)"
"('jacquesattali', 13)"
"('davidchalmers', 13)"
"('oak', 13)"
"('junkyarddog', 13)"
"('adriaanfokker', 13)"
"('appstore', 13)"
"('menon', 13)"
"('lifeinaday', 13)"
"('universityofcoimbra', 13)"
"('margaretkennedy', 13)"
"('universityofszeged', 13)"
"('sergeygorshkov', 13)"
"('yannbonato', 13)"
"('fortunatus', 13)"
"('rafael', 13)"
"('pharnavaziofiberia', 13)"
"('russellcounty', 13)"
"('minqincounty', 13)"
"('pinyonjay', 13)"
"('ashikaga', 13)"
"('pedrogamarro', 13)"
"('kranichfeld', 13)"
"('fraserstoddart', 13)"
"('vilaboa', 13)"
"('mountsinai', 13)"
"('meghnadsaha', 13)"
"('adventureland', 13)"
"('adverb', 13)"
"('energyconservation', 13)"
"('paulmiki', 13)"
"('pedropablokuczynski', 13)"
"('alekseiyeliseyev', 13)"
"('uberaba', 13)"
"('memorialstadium', 13)"
"('beyondareasonabledoubt', 13)"
"('malangatanangwenya', 13)"
"('sergepoliakoff', 13)"
"('tianliang', 13)"
"('heydaraliyevinternationalairport', 13)"
"('elktownship', 13)"
"('hawke', 13)"
"('awalkinthesun', 13)"
"('missingperson', 13)"
"('passy', 13)"
"('warmoesstraat', 13)"
"('independencehall', 13)"
"('pasteurinstitute', 13)"
"('agentprovocateur', 13)"
"('agnamgoly', 13)"
"('borghetto', 13)"
"('peterbrock', 13)"
"('happytogether', 13)"
"('pianist', 13)"
"('aharonbarak', 13)"
"('ahmadubellouniversity', 13)"
"('padre', 13)"
"('thearab', 13)"
"('iru', 13)"
"('desperatemeasures', 13)"
"('wideawake', 13)"
"('hebeizhongjifc', 13)"
"('mountolive', 13)"
"('johnbell', 13)"
"('ainokusabi', 13)"
"('missdominicanrepublic', 13)"
"('loma', 13)"
"('aileenmcleod', 13)"
"('shipoffools', 13)"
"('eicosanoid', 13)"
"('arachidonicacid', 13)"
"('chlorpromazine', 13)"
"('jsl', 13)"
"('oakvalley', 13)"
"('minium', 13)"
"('clopidogrel', 13)"
"('papaverine', 13)"
"('monoethanolamine', 13)"
"('theoutsiders', 13)"
"('iohexol', 13)"
"('pias', 13)"
"('buspirone', 13)"
"('ajoite', 13)"
"('maplegrove', 13)"
"('acetazolamide', 13)"
"('methanesulfonicacid', 13)"
"('thegoodlife', 13)"
"('fexofenadine', 13)"
"('movementfordemocracy', 13)"
"('pentamidine', 13)"
"('kojicacid', 13)"
"('picolinicacid', 13)"
"('ganciclovir', 13)"
"('akhileshyadav', 13)"
"('buflomedil', 13)"
"('phenoxyethanol', 13)"
"('meprobamate', 13)"
"('niclosamide', 13)"
"('lnorvaline', 13)"
"('qx', 13)"
"('amiloride', 13)"
"('pyrimethamine', 13)"
"('vanadiumoxide', 13)"
"('nandrolone', 13)"
"('williamwatson', 13)"
"('ribavirin', 13)"
"('spironolactone', 13)"
"('bromadiolone', 13)"
"('amitrole', 13)"
"('carbazole', 13)"
"('geer', 13)"
"('oxprenolol', 13)"
"('inthelineoffire', 13)"
"('sekigahara', 13)"
"('martell', 13)"
"('violet', 13)"
"('masjidalharam', 13)"
"('franklucas', 13)"
"('ianbrown', 13)"
"('bobbyjulich', 13)"
"('elizabethwarren', 13)"
"('heatherdonahue', 13)"
"('sonia', 13)"
"('deutschebankbuilding', 13)"
"('megalopolis', 13)"
"('judychicago', 13)"
"('oxanarakhmatulina', 13)"
"('megumikamionobe', 13)"
"('cornelisvanhaarlem', 13)"
"('maiashibutani', 13)"
"('rebelwilson', 13)"
"('gracepaley', 13)"
"('stobaeus', 13)"
"('vernonheywood', 13)"
"('rogerdean', 13)"
"('charade', 13)"
"('roxanamaracineanu', 13)"
"('manuelquirogalosada', 13)"
"('alvanwentworthchapman', 13)"
"('powderriver', 13)"
"('candidaroyalle', 13)"
"('saharonshelah', 13)"
"('marieguyart', 13)"
"('busstop', 13)"
"('hankapaldum', 13)"
"('miahundvin', 13)"
"('amandalear', 13)"
"('thejazzsinger', 13)"
"('affidavit', 13)"
"('helenamodjeska', 13)"
"('camillabattistadavarano', 13)"
"('epkezonderland', 13)"
"('babrius', 13)"
"('alkooper', 13)"
"('domenicodipacebeccafumi', 13)"
"('amazonwebservices', 13)"
"('apariciosaravia', 13)"
"('qubadistrict', 13)"
"('davidjones', 13)"
"('themadagascarpenguinsinachristmascaper', 13)"
"('johnwhite', 13)"
"('pathumthani', 13)"
"('judithherzberg', 13)"
"('jasonkenny', 13)"
"('tatianazaslavskaya', 13)"
"('fgarygray', 13)"
"('jancisrobinson', 13)"
"('berlinschoolofeconomicsandlaw', 13)"
"('albertjohnson', 13)"
"('thesilence', 13)"
"('elizabethcadystanton', 13)"
"('miramax', 13)"
"('ernestwilliambrown', 13)"
"('shatteredglass', 13)"
"('mariamazzarello', 13)"
"('americansplendor', 13)"
"('mefitis', 13)"
"('dahliaravikovitch', 13)"
"('fromhell', 13)"
"('awomanofparis', 13)"
"('wollertkonow', 13)"
"('links', 13)"
"('lesulediroma', 13)"
"('philippeclaudel', 13)"
"('battleofiquique', 13)"
"('marcelschwob', 13)"
"('louviers', 13)"
"('roquefort', 13)"
"('wildwood', 13)"
"('worldhealthday', 13)"
"('litter', 13)"
"('chengcounty', 13)"
"('pastry', 13)"
"('peepingtom', 13)"
"('nicolosi', 13)"
"('geoffreyrobinson', 13)"
"('amtorgtradingcorporation', 13)"
"('anzhoudistrict', 13)"
"('infinitestratos', 13)"
